image_id,width,height,n_objects,n_attributes,n_relations,attrs_per_obj,rels_per_obj
2416491,500,375,15,5,36,0.333,2.4
2384795,500,285,23,9,115,0.391,5.0
2399704,500,325,11,6,19,0.545,1.727
2352184,500,500,9,6,8,0.667,0.889
2405621,500,375,11,12,16,1.091,1.455
2388973,500,332,7,1,22,0.143,3.143
2388975,500,375,21,11,69,0.524,3.286
2387048,500,397,7,9,8,1.286,1.143
2362638,500,376,15,8,49,0.533,3.267
2397862,500,332,19,17,26,0.895,1.368
2361501,500,334,35,4,156,0.114,4.457
2338215,375,500,12,6,16,0.5,1.333
2631,800,534,21,34,78,1.619,3.714
2397154,500,333,5,8,5,1.6,1.0
2359847,500,402,16,6,38,0.375,2.375
2359844,500,334,41,21,213,0.512,5.195
2332766,500,375,8,2,12,0.25,1.5
2411574,332,500,9,4,3,0.444,0.333
2352361,500,500,29,14,68,0.483,2.345
2411055,500,333,19,14,49,0.737,2.579
2374512,500,500,23,8,71,0.348,3.087
2326475,333,500,19,7,54,0.368,2.842
2321317,375,500,30,9,71,0.3,2.367
2321316,324,328,30,6,68,0.2,2.267
2373169,500,332,15,12,15,0.8,1.0
2411058,500,375,16,13,62,0.812,3.875
2411059,500,375,16,17,58,1.062,3.625
2319436,500,500,26,15,67,0.577,2.577
2362400,500,333,15,10,12,0.667,0.8
2415213,500,172,9,8,13,0.889,1.444
2319606,320,240,13,9,21,0.692,1.615
2357178,500,360,15,3,34,0.2,2.267
2346094,375,500,18,6,24,0.333,1.333
2324606,500,333,19,3,72,0.158,3.789
1159988,1024,768,18,2,74,0.111,4.111
1159454,1024,554,9,7,4,0.778,0.444
1159455,765,1024,7,0,6,0.0,0.857
1159457,1024,687,11,2,40,0.182,3.636
1159982,1024,768,10,4,8,0.4,0.8
2363203,500,375,25,25,115,1.0,4.6
2357852,500,375,11,11,30,1.0,2.727
1592103,1024,576,31,16,189,0.516,6.097
2380407,500,334,25,20,53,0.8,2.12
1159845,567,850,23,8,104,0.348,4.522
2328066,379,500,20,14,25,0.7,1.25
2401961,500,333,22,16,72,0.727,3.273
2365189,500,500,6,12,5,2.0,0.833
2348151,500,333,18,13,33,0.722,1.833
2371933,500,281,17,9,49,0.529,2.882
2316807,332,500,14,5,24,0.357,1.714
1592308,1024,768,14,5,43,0.357,3.071
2349286,500,375,16,7,22,0.438,1.375
2961,800,600,9,0,24,0.0,2.667
2385114,500,333,25,17,79,0.68,3.16
2400612,500,392,7,6,0,0.857,0.0
2401635,500,375,18,19,78,1.056,4.333
2375775,500,375,2,2,1,1.0,0.5
2400618,500,333,35,20,203,0.571,5.8
2366184,334,500,30,16,54,0.533,1.8
2326040,500,281,13,11,39,0.846,3.0
2344346,333,500,15,10,39,0.667,2.6
2344344,500,333,15,11,27,0.733,1.8
2407498,500,375,17,13,55,0.765,3.235
2326048,500,375,13,16,19,1.231,1.462
285899,720,1024,11,4,2,0.364,0.182
2333593,500,375,7,2,5,0.286,0.714
2390550,500,374,15,10,17,0.667,1.133
2390555,500,500,8,10,16,1.25,2.0
2340102,500,375,20,7,80,0.35,4.0
1074,800,600,14,4,33,0.286,2.357
2395709,500,500,18,11,28,0.611,1.556
2365989,375,500,12,17,18,1.417,1.5
2330867,466,500,28,5,131,0.179,4.679
2348733,500,335,14,10,21,0.714,1.5
2405414,500,375,14,7,26,0.5,1.857
2325954,333,500,20,16,36,0.8,1.8
4339,800,659,10,7,1,0.7,0.1
2367059,375,500,20,2,37,0.1,1.85
3132,800,600,25,6,82,0.24,3.28
2392955,500,333,13,9,21,0.692,1.615
2380898,500,333,14,11,37,0.786,2.643
2377898,500,383,11,10,12,0.909,1.091
2367053,500,375,22,2,22,0.091,1.0
2334652,500,342,26,9,60,0.346,2.308
2372734,500,333,33,11,63,0.333,1.909
2322031,500,375,14,5,74,0.357,5.286
2367586,500,335,21,14,111,0.667,5.286
2367583,500,392,13,4,4,0.308,0.308
2351048,500,333,28,1,167,0.036,5.964
2367589,375,500,35,20,121,0.571,3.457
2334013,375,500,16,8,31,0.5,1.938
2372357,333,500,16,9,14,0.562,0.875
2400603,500,375,26,15,150,0.577,5.769
2346089,333,500,32,7,213,0.219,6.656
2323403,500,375,21,3,83,0.143,3.952
2358637,332,500,8,3,6,0.375,0.75
2400942,500,375,17,7,59,0.412,3.471
2398944,333,500,12,7,13,0.583,1.083
2398946,428,500,12,17,14,1.417,1.167
2389448,500,333,0,0,0,0.0,0.0
2381940,500,334,24,11,56,0.458,2.333
2327318,500,375,23,6,104,0.261,4.522
2389447,281,500,1,0,0,0.0,0.0
2382366,375,500,22,13,29,0.591,1.318
2327311,500,333,22,4,104,0.182,4.727
2382364,500,375,12,13,53,1.083,4.417
2371558,500,375,25,12,78,0.48,3.12
2402619,500,375,12,14,16,1.167,1.333
2341278,500,375,3,2,3,0.667,1.0
2371554,500,249,22,17,108,0.773,4.909
2371555,500,375,14,13,23,0.929,1.643
2331530,500,375,7,4,8,0.571,1.143
2405397,500,375,36,21,266,0.583,7.389
2331532,500,333,8,8,29,1.0,3.625
2331537,500,375,14,3,45,0.214,3.214
2410150,500,375,10,16,37,1.6,3.7
2410156,500,375,12,16,36,1.333,3.0
2325807,500,331,6,3,6,0.5,1.0
2368487,500,332,19,20,100,1.053,5.263
2406620,500,375,24,16,121,0.667,5.042
2346269,500,333,17,3,35,0.176,2.059
2362986,500,282,11,11,17,1.0,1.545
2413164,500,375,8,4,6,0.5,0.75
2391733,500,319,7,9,7,1.286,1.0
2379589,333,500,18,14,41,0.778,2.278
2387532,500,500,11,7,21,0.636,1.909
1626,800,600,27,9,75,0.333,2.778
2387535,422,500,10,2,13,0.2,1.3
2360581,500,369,18,7,50,0.389,2.778
2251,600,800,30,21,203,0.7,6.767
2393394,500,333,4,3,1,0.75,0.25
2392049,500,375,12,9,29,0.75,2.417
2404844,500,386,3,1,1,0.333,0.333
2388788,500,333,2,3,0,1.5,0.0
2382798,500,375,16,14,50,0.875,3.125
2335199,500,260,14,2,44,0.143,3.143
2360051,500,382,13,12,12,0.923,0.923
2360722,500,375,19,14,100,0.737,5.263
2397674,500,500,9,5,11,0.556,1.222
2335193,500,500,2,1,0,0.5,0.0
2382790,407,500,16,3,31,0.188,1.938
2350932,500,375,30,2,134,0.067,4.467
2335197,500,286,20,21,41,1.05,2.05
2335194,333,500,15,5,13,0.333,0.867
2318382,500,375,18,5,71,0.278,3.944
2353910,500,333,35,9,175,0.257,5.0
2376851,500,375,17,1,17,0.059,1.0
2333132,500,336,6,5,0,0.833,0.0
2412743,500,333,21,15,38,0.714,1.81
498025,1024,768,12,20,17,1.667,1.417
2417517,500,333,12,14,26,1.167,2.167
2412748,332,500,12,10,17,0.833,1.417
2378984,500,333,23,21,59,0.913,2.565
2378457,334,500,6,6,2,1.0,0.333
2350252,500,332,9,11,20,1.222,2.222
2374726,500,404,27,13,52,0.481,1.926
2357077,500,347,17,16,37,0.941,2.176
2338197,500,500,14,14,16,1.0,1.143
2374722,500,396,27,9,85,0.333,3.148
2364774,500,357,24,6,71,0.25,2.958
2364800,500,357,21,7,57,0.333,2.714
2357078,333,500,12,12,14,1.0,1.167
2374729,500,347,12,10,41,0.833,3.417
2342012,500,375,19,9,41,0.474,2.158
2409167,500,333,15,16,47,1.067,3.133
497914,1024,680,5,2,2,0.4,0.4
2330666,500,333,18,10,67,0.556,3.722
2411203,500,375,16,8,58,0.5,3.625
2409168,500,375,17,13,21,0.765,1.235
150424,1024,680,3,1,2,0.333,0.667
2347022,500,375,19,9,16,0.474,0.842
2355359,375,500,13,3,28,0.231,2.154
2336710,500,334,18,18,103,1.0,5.722
2399935,335,500,0,0,0,0.0,0.0
2399930,466,500,10,14,9,1.4,0.9
2407938,500,333,28,16,121,0.571,4.321
2341445,334,500,13,18,21,1.385,1.615
2399938,500,375,15,8,21,0.533,1.4
2326863,500,375,8,4,14,0.5,1.75
2326860,500,477,11,10,7,0.909,0.636
2387456,500,375,20,14,57,0.7,2.85
2414353,500,334,32,24,192,0.75,6.0
2408417,500,375,18,13,47,0.722,2.611
2414356,471,486,12,8,21,0.667,1.75
2341441,500,380,19,10,77,0.526,4.053
2330002,500,375,13,16,44,1.231,3.385
2341440,500,340,9,9,12,1.0,1.333
1890,800,600,20,15,130,0.75,6.5
2330006,500,335,18,12,39,0.667,2.167
4693,400,300,30,8,180,0.267,6.0
2132,800,600,23,15,56,0.652,2.435
2396815,500,313,7,14,9,2.0,1.286
4925,380,300,25,8,150,0.32,6.0
2328271,333,500,32,27,74,0.844,2.312
4929,384,256,25,5,85,0.2,3.4
2344648,375,500,29,14,51,0.483,1.759
2358834,500,334,29,15,142,0.517,4.897
2358836,500,375,19,12,39,0.632,2.053
2399821,375,500,19,19,55,1.0,2.895
2373981,500,286,24,19,84,0.792,3.5
2329611,500,444,14,8,50,0.571,3.571
2340730,500,375,18,2,23,0.111,1.278
2395135,500,333,12,4,21,0.333,1.75
2328576,500,375,25,7,89,0.28,3.56
2342992,500,333,25,9,57,0.36,2.28
2369531,500,310,38,10,194,0.263,5.105
2332746,500,281,7,5,2,0.714,0.286
2332747,500,375,19,15,83,0.789,4.368
2362616,500,333,15,17,31,1.133,2.067
2365643,500,341,14,3,13,0.214,0.929
2415001,500,375,10,7,7,0.7,0.7
2365640,334,500,11,2,18,0.182,1.636
2362619,375,500,14,2,48,0.143,3.429
2342152,333,500,26,6,91,0.231,3.5
2389148,500,333,25,12,176,0.48,7.04
2328982,500,375,3,0,5,0.0,1.667
2328981,500,364,15,4,7,0.267,0.467
2328984,375,500,9,0,28,0.0,3.111
2381128,281,500,19,7,56,0.368,2.947
2329055,500,500,12,0,17,0.0,1.417
1159869,1024,768,2,1,0,0.5,0.0
2352791,332,500,8,10,8,1.25,1.0
2410635,500,375,24,19,140,0.792,5.833
1159861,685,1024,25,10,25,0.4,1.0
2393809,333,500,0,0,0,0.0,0.0
2381126,500,374,5,2,3,0.4,0.6
2329059,386,500,31,9,96,0.29,3.097
2388093,500,333,9,10,17,1.111,1.889
2388090,500,375,9,2,13,0.222,1.444
2346592,500,281,17,8,42,0.471,2.471
2333922,500,500,9,8,13,0.889,1.444
2388099,393,500,1,1,0,1.0,0.0
2333298,500,333,19,10,63,0.526,3.316
2400117,335,500,17,7,18,0.412,1.059
2389320,500,333,23,9,100,0.391,4.348
1592472,1024,694,6,5,5,0.833,0.833
2382804,360,500,14,10,45,0.714,3.214
2332525,500,335,27,29,44,1.074,1.63
2382808,500,333,23,33,86,1.435,3.739
2413987,374,500,7,7,6,1.0,0.857
2413981,500,400,9,13,20,1.444,2.222
2397079,500,333,14,21,45,1.5,3.214
2402847,500,332,14,8,47,0.571,3.357
2325783,500,343,17,6,57,0.353,3.353
2348833,500,333,16,8,38,0.5,2.375
2398715,500,375,16,7,33,0.438,2.062
2397076,500,333,15,12,42,0.8,2.8
2352421,385,500,14,2,19,0.143,1.357
2359302,500,375,14,13,18,0.929,1.286
2393941,500,333,26,18,175,0.692,6.731
2393943,500,466,9,14,5,1.556,0.556
2410986,500,375,12,9,9,0.75,0.75
2397910,500,375,26,17,59,0.654,2.269
2391891,331,500,15,11,15,0.733,1.0
2397381,334,500,13,12,16,0.923,1.231
2345770,500,333,14,1,23,0.071,1.643
2398572,333,500,8,3,4,0.375,0.5
2367048,500,333,24,9,82,0.375,3.417
2345779,500,296,11,5,21,0.455,1.909
2366513,500,326,30,7,118,0.233,3.933
2366510,500,333,19,5,70,0.263,3.684
2355250,500,333,28,12,131,0.429,4.679
2393496,500,352,16,4,47,0.25,2.938
2366042,375,500,11,6,13,0.545,1.182
2356278,500,333,11,4,12,0.364,1.091
2333435,500,375,5,2,4,0.4,0.8
2386472,500,375,24,12,68,0.5,2.833
2411654,500,333,16,7,7,0.438,0.438
2388639,500,333,18,7,95,0.389,5.278
2372163,500,327,24,17,120,0.708,5.0
2377400,500,375,21,7,34,0.333,1.619
2323361,500,333,14,10,32,0.714,2.286
2411855,500,333,7,1,30,0.143,4.286
2373839,500,335,16,8,57,0.5,3.562
2323369,500,500,12,2,8,0.167,0.667
2324322,500,333,15,5,50,0.333,3.333
2324329,331,500,16,2,36,0.125,2.25
2401402,500,333,28,24,75,0.857,2.679
2322946,500,338,12,3,19,0.25,1.583
713397,1024,752,22,8,82,0.364,3.727
2334806,375,500,9,3,15,0.333,1.667
2368280,500,282,27,18,116,0.667,4.296
713420,1024,768,24,9,76,0.375,3.167
713423,1024,768,33,19,216,0.576,6.545
2368283,500,333,23,11,92,0.478,4.0
2375801,500,370,30,17,114,0.567,3.8
2375803,500,333,8,5,9,0.625,1.125
2332903,375,500,24,13,72,0.542,3.0
2375806,375,500,24,8,95,0.333,3.958
2343787,334,500,40,12,133,0.3,3.325
2389783,500,161,18,8,38,0.444,2.111
2396385,500,335,13,12,15,0.923,1.154
2392548,500,333,13,13,18,1.0,1.385
2323090,333,500,7,1,4,0.143,0.571
2323091,500,375,10,1,15,0.1,1.5
643,800,600,0,0,0,0.0,0.0
1242,800,551,20,14,109,0.7,5.45
2405899,500,333,10,14,25,1.4,2.5
1244,640,480,22,19,89,0.864,4.045
1247,425,281,19,9,126,0.474,6.632
2405896,375,500,25,19,65,0.76,2.6
2347612,500,334,9,3,7,0.333,0.778
2393233,375,500,16,13,26,0.812,1.625
2340935,500,332,30,14,132,0.467,4.4
2340938,500,333,1,1,0,1.0,0.0
2378978,500,333,16,19,5,1.188,0.312
2409391,500,375,13,11,34,0.846,2.615
1591920,1024,768,12,6,18,0.5,1.5
2409395,500,375,17,20,39,1.176,2.294
4101,800,648,23,6,72,0.261,3.13
2417181,500,333,4,2,4,0.5,1.0
2396031,375,500,0,0,0,0.0,0.0
2417186,208,500,20,8,16,0.4,0.8
2378861,500,333,18,14,61,0.778,3.389
2386008,375,273,2,2,2,1.0,1.0
2367641,500,375,30,29,160,0.967,5.333
2358790,375,500,20,5,76,0.25,3.8
2392728,500,332,16,6,46,0.375,2.875
2407726,500,324,22,16,49,0.727,2.227
3898,800,600,36,13,224,0.361,6.222
2356933,500,375,18,6,49,0.333,2.722
2350036,500,333,8,3,1,0.375,0.125
2350037,332,500,17,9,21,0.529,1.235
107981,1024,683,1,0,0,0.0,0.0
2347927,500,375,15,4,58,0.267,3.867
2353217,333,500,18,3,59,0.167,3.278
2370296,500,335,15,2,14,0.133,0.933
2354268,500,375,18,3,51,0.167,2.833
2395309,500,500,33,17,224,0.515,6.788
2346696,500,332,7,3,4,0.429,0.571
2372836,500,333,13,0,0,0.0,0.0
2414630,343,500,22,6,45,0.273,2.045
2405274,500,375,10,8,15,0.8,1.5
2414635,500,375,13,12,86,0.923,6.615
2372833,500,255,23,11,103,0.478,4.478
2416854,500,353,14,2,13,0.143,0.929
2357689,500,375,32,7,170,0.219,5.312
2321809,500,375,33,12,85,0.364,2.576
2327121,500,339,11,5,11,0.455,1.0
2379114,500,375,18,22,69,1.222,3.833
2416852,500,375,24,17,61,0.708,2.542
2357683,500,281,12,12,32,1.0,2.667
2379118,500,375,40,26,397,0.65,9.925
2357684,500,331,15,4,44,0.267,2.933
2321802,375,500,14,16,26,1.143,1.857
2417720,500,375,4,0,1,0.0,0.25
2417729,500,375,18,13,58,0.722,3.222
2411357,500,332,12,17,53,1.417,4.417
2391561,500,375,10,8,11,0.8,1.1
2319970,500,375,13,4,10,0.308,0.769
2321657,500,375,13,7,22,0.538,1.692
2387207,500,375,15,13,17,0.867,1.133
2387206,500,332,14,16,34,1.143,2.429
2317841,500,500,27,10,51,0.37,1.889
2339327,500,375,8,3,12,0.375,1.5
2315622,500,375,19,6,66,0.316,3.474
2337728,500,375,23,13,48,0.565,2.087
2381337,500,332,15,16,63,1.067,4.2
2386918,500,500,16,13,61,0.812,3.812
2381330,500,339,2,2,2,1.0,1.0
2338052,500,367,17,3,34,0.176,2.0
2332567,375,500,5,0,5,0.0,1.0
2343343,375,500,15,5,22,0.333,1.467
2365259,500,333,24,7,92,0.292,3.833
2399095,500,334,11,7,18,0.636,1.636
2352161,500,375,22,9,88,0.409,4.0
2368263,335,500,13,6,8,0.462,0.615
2335384,500,375,31,8,166,0.258,5.355
2415581,500,334,14,8,33,0.571,2.357
2328848,500,375,23,13,59,0.565,2.565
2372362,500,299,29,13,89,0.448,3.069
2338276,500,375,11,3,10,0.273,0.909
2391152,500,375,9,6,6,0.667,0.667
2361082,500,333,19,14,80,0.737,4.211
2361089,500,375,11,4,9,0.364,0.818
2361734,500,375,19,7,72,0.368,3.789
2359824,500,375,21,8,103,0.381,4.905
2417001,500,333,6,1,2,0.167,0.333
2336466,500,333,11,0,2,0.0,0.182
2326413,333,500,28,11,89,0.393,3.179
2326412,334,500,19,10,30,0.526,1.579
2326411,333,500,15,6,18,0.4,1.2
2326410,333,500,6,2,10,0.333,1.667
2334386,500,375,9,5,12,0.556,1.333
2406592,500,375,15,11,34,0.733,2.267
2334380,332,500,13,10,24,0.769,1.846
2363826,500,347,14,18,37,1.286,2.643
2365435,500,375,44,21,373,0.477,8.477
2362421,500,332,19,6,26,0.316,1.368
2365430,500,333,22,5,67,0.227,3.045
2334389,500,334,23,14,76,0.609,3.304
2415761,500,375,10,5,9,0.5,0.9
2400580,500,333,0,0,0,0.0,0.0
2400583,500,375,20,14,120,0.7,6.0
2318970,500,335,22,3,87,0.136,3.955
2318973,500,375,22,3,88,0.136,4.0
2318977,500,330,11,11,20,1.0,1.818
2344585,357,500,17,11,33,0.647,1.941
2406847,500,323,16,15,49,0.938,3.062
2361881,500,376,15,5,50,0.333,3.333
2361880,500,333,17,3,62,0.176,3.647
2368632,500,333,18,6,5,0.333,0.278
2333601,333,500,3,1,2,0.333,0.667
2361887,500,332,28,7,149,0.25,5.321
2326646,333,500,19,10,27,0.526,1.421
2395097,500,375,20,15,86,0.75,4.3
2316395,500,394,9,7,3,0.778,0.333
2362719,500,375,26,13,126,0.5,4.846
2406736,334,500,19,14,46,0.737,2.421
2403721,500,400,11,1,20,0.091,1.818
2380421,500,331,15,14,51,0.933,3.4
2348133,500,375,26,3,60,0.115,2.308
2342833,385,500,28,14,62,0.5,2.214
2348136,375,500,18,12,5,0.667,0.278
2383239,500,276,21,14,76,0.667,3.619
1592647,1024,686,4,0,2,0.0,0.5
1592640,768,1024,23,19,58,0.826,2.522
2328511,500,333,12,2,17,0.167,1.417
2342838,500,375,12,11,40,0.917,3.333
2901,800,600,11,8,36,0.727,3.273
2907,800,600,5,0,9,0.0,1.8
2385173,333,500,26,12,83,0.462,3.192
2329930,500,375,11,8,12,0.727,1.091
2322771,500,332,13,4,14,0.308,1.077
2349263,500,333,11,6,17,0.545,1.545
2349262,500,333,8,17,20,2.125,2.5
2385175,500,375,12,9,8,0.75,0.667
2400631,500,500,14,10,18,0.714,1.286
2355306,500,334,24,15,147,0.625,6.125
2344365,318,500,18,7,28,0.389,1.556
2389430,500,281,5,5,1,1.0,0.2
2411460,500,266,10,6,24,0.6,2.4
2327958,500,375,6,1,6,0.167,1.0
2362289,500,333,19,4,52,0.211,2.737
2319086,375,500,13,15,30,1.154,2.308
2390576,500,334,15,13,52,0.867,3.467
2390571,500,357,24,14,107,0.583,4.458
2388049,500,375,21,11,89,0.524,4.238
2398388,500,313,11,5,11,0.455,1.0
2398382,500,334,11,8,13,0.727,1.182
2398381,500,375,0,0,0,0.0,0.0
2373277,500,333,8,6,7,0.75,0.875
2349401,334,500,11,11,10,1.0,0.909
2349407,500,334,20,8,107,0.4,5.35
2407635,500,375,26,11,138,0.423,5.308
2316535,500,250,31,7,127,0.226,4.097
2364040,500,334,12,10,20,0.833,1.667
2337359,500,340,6,6,2,1.0,0.333
2387991,500,375,13,0,33,0.0,2.538
2387990,500,375,25,12,128,0.48,5.12
1159652,1024,768,12,0,12,0.0,1.0
2363481,500,500,25,12,89,0.48,3.56
2325444,500,375,7,1,11,0.143,1.571
1159654,683,1024,25,4,52,0.16,2.08
2363488,375,500,6,5,0,0.833,0.0
2410848,500,500,22,10,54,0.455,2.455
2392384,500,335,17,12,49,0.706,2.882
2367256,334,500,12,14,22,1.167,1.833
2367259,500,375,7,8,3,1.143,0.429
2351025,500,375,15,10,58,0.667,3.867
2351026,500,375,18,7,30,0.389,1.667
2382346,500,500,20,10,61,0.5,3.05
2332260,500,376,18,4,51,0.222,2.833
2335811,500,375,14,7,22,0.5,1.571
2323424,500,333,15,9,6,0.6,0.4
2335819,500,333,17,6,27,0.353,1.588
2346063,333,500,10,13,25,1.3,2.5
2409624,500,500,8,15,9,1.875,1.125
1592863,1024,953,11,2,13,0.182,1.182
2398962,500,375,14,6,15,0.429,1.071
2406745,375,500,15,10,33,0.667,2.2
2402188,375,500,2,0,0,0.0,0.0
1593195,600,800,25,15,126,0.6,5.04
2402671,500,333,29,12,153,0.414,5.276
2341255,500,281,12,4,28,0.333,2.333
2402677,333,500,1,0,0,0.0,0.0
1160205,1024,683,8,8,4,1.0,0.5
1160207,612,612,26,20,63,0.769,2.423
2416870,500,281,6,4,3,0.667,0.5
2331048,500,377,20,6,76,0.3,3.8
2331049,375,500,5,5,0,1.0,0.0
2331512,496,500,17,8,36,0.471,2.118
2331046,417,500,22,10,47,0.455,2.136
2391193,375,500,3,3,0,1.0,0.0
2331041,500,375,11,8,21,0.727,1.909
2331043,500,375,10,3,11,0.3,1.1
2405536,375,500,11,10,16,0.909,1.455
1159495,683,1024,10,5,28,0.5,2.8
2382001,500,333,28,12,135,0.429,4.821
2335607,500,450,19,19,38,1.0,2.0
2335604,500,335,30,7,179,0.233,5.967
2346207,500,378,16,6,20,0.375,1.25
2368544,500,333,18,17,54,0.944,3.0
2368542,500,375,31,17,195,0.548,6.29
2324864,500,333,12,4,42,0.333,3.5
2318694,332,500,4,6,8,1.5,2.0
2354015,500,500,26,4,42,0.154,1.615
2395361,375,500,32,21,125,0.656,3.906
2350952,500,375,19,4,65,0.211,3.421
2350774,500,335,40,19,129,0.475,3.225
2350772,500,338,41,8,371,0.195,9.049
2350955,500,375,13,10,37,0.769,2.846
2332916,500,333,3,0,1,0.0,0.333
2357279,500,333,14,9,34,0.643,2.429
2350958,500,375,19,11,66,0.579,3.474
2360703,331,500,9,4,20,0.444,2.222
2332446,333,500,1,0,0,0.0,0.0
2340565,500,335,19,11,28,0.579,1.474
2378563,500,375,13,8,26,0.615,2.0
2360708,374,500,8,9,5,1.125,0.625
2397657,375,500,18,1,66,0.056,3.667
2397651,500,375,17,11,40,0.647,2.353
1160254,612,612,31,5,248,0.161,8.0
2359565,500,351,11,9,11,0.818,1.0
2359564,500,333,29,8,86,0.276,2.966
2401215,500,336,27,28,193,1.037,7.148
2359566,500,324,19,6,35,0.316,1.842
2334632,375,500,19,7,28,0.368,1.474
2401210,500,375,9,6,14,0.667,1.556
2378689,500,335,18,20,51,1.111,2.833
2376837,500,375,15,7,42,0.467,2.8
2334942,500,332,12,6,39,0.5,3.25
2325861,500,365,14,7,26,0.5,1.857
2325860,500,375,13,5,20,0.385,1.538
2391721,500,333,5,6,0,1.2,0.0
2412723,500,375,13,10,35,0.769,2.692
2413172,348,500,24,9,25,0.375,1.042
498006,1024,767,21,5,62,0.238,2.952
2411263,500,374,8,7,5,0.875,0.625
2403270,334,500,14,18,14,1.286,1.0
2411264,500,333,15,14,46,0.933,3.067
2364280,500,375,22,6,157,0.273,7.136
2323205,500,281,6,4,1,0.667,0.167
2364283,400,500,9,4,10,0.444,1.111
2364284,500,335,8,6,16,0.75,2.0
2368136,500,375,9,5,2,0.556,0.222
2415972,500,375,22,9,25,0.409,1.136
2347555,500,332,14,2,39,0.143,2.786
2347006,500,281,31,13,147,0.419,4.742
2347001,500,281,12,7,22,0.583,1.833
2409189,500,404,24,18,34,0.75,1.417
2330676,500,327,5,2,2,0.4,0.4
2320995,500,334,8,7,4,0.875,0.5
2330,800,600,24,13,115,0.542,4.792
4712,400,258,12,6,30,0.5,2.5
2401376,296,500,15,9,18,0.6,1.2
4719,400,266,34,4,110,0.118,3.235
2334557,500,375,20,11,72,0.55,3.6
2320998,500,400,3,3,0,1.0,0.0
2392061,500,441,15,8,36,0.533,2.4
2399957,500,375,21,8,79,0.381,3.762
2386289,500,386,19,9,52,0.474,2.737
3715,800,534,6,14,0,2.333,0.0
3716,800,534,20,12,118,0.6,5.9
3711,800,534,2,1,3,0.5,1.5
2390047,500,371,11,7,34,0.636,3.091
2330029,500,368,9,2,18,0.222,2.0
2407835,500,374,19,0,53,0.0,2.789
2328215,500,420,7,5,0,0.714,0.0
2345144,500,333,14,9,15,0.643,1.071
2320767,500,333,19,5,85,0.263,4.474
2370086,500,375,33,9,168,0.273,5.091
4900,396,297,33,17,170,0.515,5.152
2337535,500,333,18,2,45,0.111,2.5
2396836,500,500,15,5,14,0.333,0.933
2320769,500,375,16,9,51,0.562,3.188
2320768,500,332,4,2,0,0.5,0.0
2348273,500,375,14,10,19,0.714,1.357
2358212,500,333,15,2,47,0.133,3.133
2415396,500,409,7,4,8,0.571,1.143
2355824,500,333,3,0,0,0.0,0.0
2358811,500,330,19,8,43,0.421,2.263
2393738,375,500,15,6,42,0.4,2.8
125,800,600,0,0,0,0.0,0.0
2327939,500,375,23,16,41,0.696,1.783
2373216,500,375,28,20,75,0.714,2.679
2356325,500,377,10,3,13,0.3,1.3
2373210,465,500,21,12,52,0.571,2.476
2396907,500,333,20,8,65,0.4,3.25
2341891,387,500,18,3,53,0.167,2.944
2408166,500,366,21,9,71,0.429,3.381
2381255,500,375,35,23,184,0.657,5.257
2380610,500,332,13,0,31,0.0,2.385
2400350,500,375,8,9,5,1.125,0.625
2364138,500,376,23,10,83,0.435,3.609
2384167,500,333,7,13,8,1.857,1.143
2340480,500,333,17,13,33,0.765,1.941
2389122,375,500,27,29,56,1.074,2.074
2332891,500,332,9,6,16,0.667,1.778
2384163,500,332,17,6,27,0.353,1.588
2362368,500,333,23,15,92,0.652,4.0
2362365,500,375,38,9,159,0.237,4.184
2316705,500,307,14,14,20,1.0,1.429
2362367,332,500,8,7,2,0.875,0.25
2352718,375,500,21,5,61,0.238,2.905
2362361,500,333,18,1,26,0.056,1.444
2347450,500,377,25,9,103,0.36,4.12
2384169,500,332,17,18,52,1.059,3.059
2365882,500,375,15,7,30,0.467,2.0
2337551,500,375,5,2,2,0.4,0.4
2325270,326,500,8,11,12,1.375,1.5
2339751,500,333,18,7,47,0.389,2.611
2327683,333,500,21,12,40,0.571,1.905
2416280,500,426,13,5,13,0.385,1.0
712976,1024,784,5,5,4,1.0,0.8
2405454,500,333,12,14,25,1.167,2.083
2329033,500,333,16,11,40,0.688,2.5
2405451,500,333,11,9,10,0.818,0.909
2393829,375,500,11,14,21,1.273,1.909
2410613,500,262,37,9,141,0.243,3.811
2400139,500,197,13,2,20,0.154,1.538
2393881,500,375,14,16,22,1.143,1.571
2408291,500,333,4,8,5,2.0,1.25
2348061,500,333,13,3,14,0.231,1.077
2408294,500,333,11,12,41,1.091,3.727
2408298,500,281,20,9,47,0.45,2.35
1592450,1024,685,11,3,24,0.273,2.182
1592452,1024,509,14,6,20,0.429,1.429
2348673,500,375,12,5,14,0.417,1.167
2348670,375,500,26,2,134,0.077,5.154
2414593,500,333,23,9,99,0.391,4.304
2389875,500,375,11,10,31,0.909,2.818
2332096,500,375,7,1,3,0.143,0.429
2332094,500,333,7,9,6,1.286,0.857
2348678,500,333,14,4,4,0.286,0.286
2393923,500,333,9,11,20,1.222,2.222
2394601,500,375,21,11,46,0.524,2.19
2402863,500,335,8,10,9,1.25,1.125
2402862,500,333,31,22,140,0.71,4.516
2343665,412,500,22,6,55,0.273,2.5
2417888,500,375,26,7,77,0.269,2.962
2352441,500,375,17,4,47,0.235,2.765
2355794,500,375,12,3,15,0.25,1.25
2355792,500,375,17,12,46,0.706,2.706
